,number,content,content
index:,87,"לא יסור שבט יד כל ב''ד וב''ד מישובי' ומםביבות. צד [זה יתנו כל העובר על הםקודים לגולבולת, ואלו הן אשר נתוספו כםי הפנקם]: ק״ק ...","לא יסור שבט יד כל ב''ד וב''ד מישובי' ומםביבות. צד [זה יתנו כל העובר על הםקודים לגולבולת, ואלו הן אשר נתוספו כםי הפנקם]: ק״ק בריסק: ק״מ שאק, הניחו להם מחמת שריפה ע׳ שאק. םביבות בריסק; ק''ל [ך׳] שאק םביבות הורודנא: פ׳ שאק. פינצק עם הםביבות': פ''ז שאק [פד''ש]. ווילנא: שבעים שאק נתוםף ל'ש; לךק סלוצקעםבני ר' משה: יב''ש; נוםף ע''ז חצי םכום של ר׳ מיכל. סימקאוויץ ב״^ קאפולי׳: ג׳ שאק. פייבש קראשין ב׳ שאק. פאלאנקי: ג׳ שאק. מוש:ד'שאק. נוואהרודק: '״ב שוק. סמארגאן: ב' שוק וח׳. דווארץ עם הםביבות: '״ד שאק. משה מאייווי: ב׳ שאק. נעשוויז: ט''ו שאק נתוסף ה'ש. מינצק: י' שאק. סביבות מינצק: ל׳ שאק, נתוםף ט''ו שוק. אנשי רו'ים: ס'ה שאק, נתוסף ל''ה שאק. פאלאצק: עשרה שאק; סלנימא: ךש; זאמוט; טראק; בירש; קאםווי; זעלווי. זה דבר הפאווראטני ועולה תמיד עמו [שמינית הסכום]. דברים שנתחדשו ונחוספו בוועד זה: ק״ק בריםק עם הסביבות: מאה ושבעים אדומי׳. הורודנא עם הםביבות: פ׳ אדומים. פינצק עם םביבות שבעים אדומים. מיכל מסלוצק: ד׳ אדומ׳, סלוצק ה׳ אדומי׳, סלוצק ור׳ מיכל בכלל יתנו ט׳ אדומי׳, ואין להקהל דםלוצק להטיל על כמ׳ מיכל כ''א כאחד משאר אמודים שבקהל שיש להם בית [שיש להטיל עליו] קצת יותר מחמת עושרם. קאפולי': ב' אדומי׳. נעשוויז: ״׳ב אדומי׳. ווילנא: ל''ה אדומי׳ נתוסף חמשה אדומי׳. פאלאנקי: ג׳ אדומי׳. אנשי [יושבי] רום: שלשים אדומי׳ נתוספו י׳ אדומי׳ [מ׳]. [מינצק ה׳ אדומים סביבות מינצק י' אדומים נתוספו י׳ אדומים]. משה מאיווי: אדום. דווארץ: י׳ אדומי׳. נוואהרודק: ח' אדומי׳. מוש: ב׳ אדומי׳. פאלאנקי [פאלאצק]: אדום. פייבש קראשין: אדום. חתנו ובניו: אדום. סלאנים: '״ב אדומי׳. בריסקעםהסביבות:תל שאק; נתוסף על בריסק עם הסביבות יום ו׳ כיו אב שפ״ה(ח?) לפ״ק ע׳ שאק. הורודנא עם הסביבות: מ׳ שאק. פינצק עם הסביבות: מ׳ שאק. ווילנא: ק״ב [כד״^ שאק. מיכל מסלוצק: מד שאק, נפחת ד׳ שאק ונשאר כ'ש. םלוצק עם שאר בני ר' משה: טו׳ שאק. נוואהרודק: ט׳ שאק. לעזוק: ה' שאק. מינצק: ו׳ שאק. םביבות מינצק: *״ב שאק. זמויט . . . טראק . . . נעשוויז: ק''ש [זאמוט נעשוויז טראק ק״^. אנשי רוס: ם״ה שאק. ר׳ יעקב םמארגאן עם בני ביתו: ג׳ שאק. םלאנים: *״ב שאק. מוש: ג׳ שאק. פאלאנקי: ב׳ שאק. פייבש קראשין: ב׳ שאק. קאפולי׳: ג' שאק. פאלאצק [פלאצק]: ח''ש. טימקאוויץ: '״ב שאק. תם ונשלם שבח לאל בורא עולם יו' ב׳ ס׳ אלול שפיו לפ''קא). נא׳ מאיר בלא״א כמר יצחק זצ״ל. .ונאם יוסף בן יעקב ז״ל, ונאם יודא ליב ב''ר אהרן. . ונא׳ שבתי בלא''א מוהר'ר שמואל שי׳ איש מרגליות. ונא׳ ניסן בן לא''א יהודא זצ''ל. . ונא׳ משה בן הר'ר הילל זצ״^—הועתק מפנקס המדינה. "
index:,88,"[בעצס היום הזה, יום ה׳ כ''ה אב שפיח לפ''קא), ירדנו לחשבון המדינה ויצא לנו החשבון] שחייבי׳ המדינה יצ''ו על אופן המבואר למטה. ...","[בעצס היום הזה, יום ה׳ כ''ה אב שפיח לפ''קא), ירדנו לחשבון המדינה ויצא לנו החשבון] שחייבי׳ המדינה יצ''ו על אופן המבואר למטה. למשה ליזרש: ב׳ אלפים שני מאות שאק ע״פ ש''ח שבידו; עוד חוב ישן, כפי המבואר למעלה בפנקס: רנ''ב שאק מד״ג; ב׳ גלגולי׳ ב׳ םכומי׳ עודפת הוצאה על קבלה באופן שנשארו חייבי׳ תלףח שאק וח׳ (וחצי); עוד הוצאות לקבצני׳ י׳ שאק מח״ג; עוד שפרענו לנקמת הרציחה דנארינסק כ''ר. שאק; הוצאות וורשאב [ווארשי] בתמוז [בך׳ תמוז] שפ''ח ת''ה שוק׳; מתנות לוואייוואדעי ווילנר בבריסק ובפרושנה [ובפרוזנא] ל'ה אדומ׳ ונעשה נ''ה שוק; עבור גקמת דייאנווי י׳ שאק; לב''ה דחאמסק כ''ו שאק; לב''ה דמינצק פ' שאק. לב''ה דראקווי ט׳ שאק; לב''ה נלבה''מ] דמיסטעצקי ט׳ שאק: לעניי לךק לייפניק נ׳ שאק; לש''ץ דשערשווני [שערשאווי] לנדוני׳ בתו ג׳ שאק; לסיועת עגי׳ דפאלאצק ו׳ שאק;לר׳ זלמן שתדלן עבור שכרו [שכירות] שלו עד יום שנסתלק *״כ שאק;הוצאת וועד פרושינק [פרוזנאק] ולסופרי׳ ולשמשי׳ קכ''ו שאק;ם''ה מה שחייבי' המדינה אלף ת''ש שאק יד''ג מלבד חוב של משה ליזרש; עוד קבלנו ת׳ [ח׳] שאק שנדב הקצין משה ליזרש, נמצא נשאר אלף שוק כפי הש''ח שנתנו. וחייב סכום המדינה להחזיר ת׳ [ח''ש] שאק לחלק הגלגולי׳ [הגלגולת] על שלשי׳ זהו׳. לשערשאף [לשערשאווי׳] מחמת עלילות ב''ה שלהם לנכות מכסף הגביות שלהם בכל שנה ושנה י׳ זהו׳; ארבעה מאות שאק לי׳ לוה המדינה לצורך רי''ב [ריב] המקום דמינצק עם הקהל דמיגצק לריוח ק''נ [ק''ו] זהו׳ לשנה, מהיום קרן ישלמו הקהל דמינצק והריוח ישלמו המדינה; על אלף זהר נתנו ש''ח הר''ר משה וכמר מרדכי שלוחי ק''ק מינצק, ובביאת מוהר''ר יואל סג''לב) למיגצק יתנו הקהל דמינצק ש''ח אחר על עשירים העיר [מהעיר] אשר יבחר בהם מה''ר יואל סג''ל הנ''ל. נאו׳ ברבי׳ בלא''א החםיד מוהרר יהושע מאיר זצ״ל הכימ; ונא׳ יוסף יואל בר׳ אליעזר סג''ל ד'ל;' ונאום ישראל שמואל טראפא; ' ונא׳ יהודא ליב בלא״א הר''ר שלוס ז״לז ונא׳ משה ר׳ היללש; ונא׳ חיים. ., אלו חובות שחייבי׳ לתוך המדינה יצ'ו. מוש: שני זהו׳ וחצי, עוד ארכעה זהו׳ משנה שעבר, עוד חוב ישן ג׳ שאק. קאפולייא: חוב ישן שני אדומים; פאלאנקי: '״ג זהו׳, עוד מחובות ישנים לערך שבעה שוק ושלשים [ושלושה] שאק; דווארץ וזיט'ל נ'ח משנת שפ״ז ר שאק; פייבש מקראשין: חמשה זהו׳; פאלאצק: ס''ח [מח''ז] זהר וח׳, עוד חובי׳ ישגי' קל'ח שאק מדג [מד'ג]; על זה קבלנו ע״' הר'ר מאנוש קע''ח [קע'ה] זהו' וח'. נא׳ ברכי' הנקר' בירך; . ונא' יוסף יואל סג'לז ונא׳ ישראל שמואל סראפא. י ונא׳ יהודא ליב בא''א הרר''ש ז''ל; .. ונא׳ משה ר׳ היללש; ונא׳ חיימ. . "
index:,89,"עלה ונגמר שהאלוף מוהרר יואל סג״ל מק'ק בריסק יצ''ו ילך ויםע משוט בארץ ומתהלך בה לארכה ולרחבה, הולך וסובב אח כל גבול קהלות מק''...","עלה ונגמר שהאלוף מוהרר יואל סג״ל מק'ק בריסק יצ''ו ילך ויםע משוט בארץ ומתהלך בה לארכה ולרחבה, הולך וסובב אח כל גבול קהלות מק''ק [בריסק] וםביבות עיירו׳ וכפרים, כל מקום שיש שם ישוב יהודי עד מקום אשר שבט יד ק״ק בריסק יצ״ו שולסת ומגעת בהם, ויגבה למספר בני ישראל מעולל עד יונק עם איש שיבה אם זכר אם נקבה כל נפש מישראל. זה יתנו קווערטניר [קווערטער] לפדיון. ויעשו ש]ני קופות אל תוך הקופה האחת יכנוס כל כסף אשר יעלה מבני אדם הנכנסים בםכום, ואל תוך הקופה הב׳ יכנום כל כסף אשר יעלה מדלי דלי׳ [דלים] הבלתי נכנםים בסכום. ומחויב להביא רשום בכתב אמת כל המקומות אשר עבר שם הן הקהלות הן ישובי'. עוד הרימונו מעם ה' את מהר''י הנ''ל לעשות סכום חדש על כל קהלות סביבות ק'ק בריםק הבלתי נכנםי' ועולי' בםכו׳ [במכם] ק'ק בריסק. ונשא באלה נפשו ע''י קבלת אמונתו שלא ישא פני האיש [איש] ויעשה הכל באמת. "
index:,90,"שכר מוהר׳ יואל םג'ל הנ״ל לפניו יהלך: שני מאות זה׳ מתוך] המדינה, והקהילות אשר יעבור שם יםיעו אותו ממקו׳ למקום, דהיינו שישלמו ...","שכר מוהר׳ יואל םג'ל הנ״ל לפניו יהלך: שני מאות זה׳ מתוך] המדינה, והקהילות אשר יעבור שם יםיעו אותו ממקו׳ למקום, דהיינו שישלמו לו שכר עגלה בכל מהום, מלבד ק'ק ווילנא אינו צריך לסכום חדש שכבר נעשו להם סכום [חדש] פה פרושינה [פרוזנא] בוועד; גם ראשי המדינה דק'ק הורודנא ודק'ק פינצק קבלו עליהם בחרם שתכף בבואם לביתם שלוח ישלחו גם הם כל קהלה בפני עצמו איש אמונים אל כל הסביבות שלהם לגבות לכ מכל נפש אדם אם דל אם עשיר אם זכר אם נקבה מכל נפש קווערטניר, ויעשו ג'כ שני קופו' קופה אחת לאנשים תגכנםים בסכום וקופה לעניים לבלתי נכנסים בסכום. גם השלוחים שישלחו מהוראדנה ופינצק יקבלו עליהם בחרם לפני ראשי [ראש] המדינה יצ'ו שיעשו גם הם באמונה לעבור כל דרך ארצם [ארצנו] ושלא להעלים ח'ו שום נפש ולהביא ג״כ רשום בכתב אמת כל המקומות שעברו שם. נא׳ ברכי׳ בלא''א החםיד מוהרר יהושוע מאיר זצ''ל הכמ׳; ונא׳ יוסף יואל בר אליעזר םג''ל; . ונא׳ ישראל שמואל טראפא; ונא' חיים במוהר יהוד׳ לי''ו נלווי] ז''ל ה''ה; ונא׳ משה ר׳ היללש. "
index:,91,"יען אשר עינינו רואות העדרקיום תקנות אשר במדינה זו בקהילות ובסביבות, אשר אין דורש ומוכיח על פני עוברי דת התקנה לתת לאיש ואיש ...","יען אשר עינינו רואות העדרקיום תקנות אשר במדינה זו בקהילות ובסביבות, אשר אין דורש ומוכיח על פני עוברי דת התקנה לתת לאיש ואיש כדרכיו וכפרי מעלליו בעונש וקנס המבואר בפנקם המדינה (וכו׳ כאשר נדפס למעלה סי' צ'ד בסופו)א) קב, בעצם היום חזה יום ב' כ''ט אייר שפ״ו לפיק רוזני׳ נוםדו יחד, להיות עיניהם פקוחות על כל דרכי תקנות הראשוני׳ באשר [כאשר] המה בכתובים למעלה. וראינו להוםיף עוד מה שראוי להוסיף או לשנות לפי השעה ולפי הזמן, כ־ לא כל עתים שוות. ועל כל פגים כל הכתובים למעלה שלא גשתנה בכתב תקנות העתידות לצאת ולבא בפנקם יעמוד הכל בתוקפו כיתד במקום נאמן שלא תמוט לעולם. "
index:,92,"אזנו וחקרו ותקנו בעלי אסופות: כל קהלות םביבות אשר יעלה על רוחם לקבל להם רב ומורה מארץ אחרת חוץ למדינות ליטא, אין לאל ידם ...","אזנו וחקרו ותקנו בעלי אסופות: כל קהלות םביבות אשר יעלה על רוחם לקבל להם רב ומורה מארץ אחרת חוץ למדינות ליטא, אין לאל ידם לקבלו בלי ידיעת ורצון של אב''ד שלו [של] ראש ב''ד שלו וראשי הקהלה של ראש ב''ד שלו. אמנם אם יקבלו רב ומורה מיושבי ארץ ליטא יבחרו להם כטוב בעיניהם בלי שאלת ורשות ראש ב''ד שלו. "
index:,93,"מכםים ואוראנדאה דין תיקון משא ומתן עליהם, שאין בן'ישוב הא׳ [יכול] להשיג גבול אחר מהמכסי׳ או אוראנדאה שביד חבירו בן ישוב אחר ...","מכםים ואוראנדאה דין תיקון משא ומתן עליהם, שאין בן'ישוב הא׳ [יכול] להשיג גבול אחר מהמכסי׳ או אוראנדאה שביד חבירו בן ישוב אחר במקום מושבו. וזה קהלות סביבות נגד קהלות םביבות; אמנם יושבי קהלה ראש ב״ד רשות להשכיר בכל מקום בסביבות שתחת יד אותו ראש ב״ד, ולא בסביבות אחרות. "
index:,94,אין ביד שום קהלה לעשות שום תיקון המתנגד וסותר תקנות המדינה יצ''ו. ...,אין ביד שום קהלה לעשות שום תיקון המתנגד וסותר תקנות המדינה יצ''ו. 
index:,95,תקנה קדומה מקדמי קדם שלא להעלות שום דבר חדש באורנדאה ומכםי׳; ומאוד מאוד הזהירו והחמירו וגם אררו וקללו בחרמות ושמתות על כל ...,"תקנה קדומה מקדמי קדם שלא להעלות שום דבר חדש באורנדאה ומכםי׳; ומאוד מאוד הזהירו והחמירו וגם אררו וקללו בחרמות ושמתות על כל אשר בשם ישראל יכונה, שלא ישתדל ע״* שום שר בעולם להוציא לאור המכס ח'דש שקורין פאב''ר [פאביר] טרם שיצאו מעצמו ממלכה ושריה. באנו לתת תוקף ועוז ולצאת בעקבות הראשונים ככל [בכל] אשר גזרו הראשונים, ופורץ גדר ישכנו נח'ש חיויא דרבנן. "
index:,96,עוד רוזני׳ נוסדו יחד שאין לשום אדם מישראל לשכור המכס פאבי'ר [פאבור] של כל מדינות ליטא שלא בידיעת ראשי מדינה של ג׳ ראשי ...,עוד רוזני׳ נוסדו יחד שאין לשום אדם מישראל לשכור המכס פאבי'ר [פאבור] של כל מדינות ליטא שלא בידיעת ראשי מדינה של ג׳ ראשי הקהלות; ואם יהי' לו שעה נחוצה ודחופה יקח על כל פני׳ רשות מב׳ קהלות וא׳ משני הקהלות ראש ב''ד שלו. - וכל מעשה תוקף פנקס זה עם [כל] החשבונות שאחריו יעמדו בתקפם ובגבורתם עד יום שיתרו [שיבואו] ויתאספו ראשי עם דמדינות ליטא יחד. נגמר ונשלם יום ב' כ'ט אייר שפ''ו לפ״^ נא׳ מאיר בלא״א במר יצחק :״ל. ונא׳ יוסף בן יעקב ז''ל. ונא׳ ישראל [ישראל שמואל] בלא״א מה''ר יהושע ד'ל. . ונא׳ אלעזר בלא''א הר׳ חיים. ונא׳ אלכםנדר במוהר״ר אליעזר שליט׳. ונא׳ חיים בן מהור'ר יודא לוי ז״ל ה״^ הועתק מפנקס המדינה יצ״^ 
