עמודה1,Pub. Date,כותר,מחבר,Title,Author,מקום דפוס,שנת דפוס,Pub. Place,עמודה2
6313,1843,דבר אמת,"מנחם בן שמעון מרדכי, מאנדיאנופולי",Derech Emes,Menachem ben Shimon Mordechai,שלוניקי,תרג,Thessaloniki,
7040,1842,נפש חיים,"פלג’י, חיים בן יעקב, 1788-1869",Nefesh Chaim,"Palaji, Chaim",שלוניקי,תרב,Thessaloniki,
6338,1841,חסד לאלפים,"פאפו, אליעזר בן יצחק, 1785-1827",Hesed la-alafim,"Papo, Eliezer,",שלוניקי,תרא,Thessaloniki,
763,1840,חקקי לב - חלקים א - ב,"פלג’י, חיים בן יעקב, 1788-1869",Chokeikei Lev Vols 1-2,"Palaji, Chaim",שלוניקי,תר,Thessaloniki,
51139,1838,אביר יעקב,"גירון, יעקב אברהם בן יקיר אסטרוק",,,שלוניקי,5598,,
40,1836,באר המים,"מנשה, רפאל יעקב",Beer haMayim,Refoel Yaakov ben Avraham Menashe,שלוניקי,תקצו,Thessaloniki,
679,1836,דברי מרדכי,"קריספין, מרדכי",Divrei Mordechai,"Kriśpin, Yehoshua Mosheh Mordekhai",שלוניקי,תקצו,Thessaloniki,
7364,1836,דברי מרדכי,"קריספין, מרדכי",Divrei Mordechai,"Kriśpin, Yehoshua Mosheh Mordekhai",שלוניקי,תקצו,Thessaloniki,
1199,1832,נשמת כל חי,"פלג’י, חיים בן יעקב, 1788-1869",Nishmat kol hai Vols 1-2,"Palache, Hayyim,",שלוניקי,תקצב,Thessaloniki,
56514,1832,נחמד למראה,"אשכנזי, נסים אברהם בן רפאל",,,שלוניקי,5592,,
38357,1831,אמר יוסף,"אלקלעי, יוסף בן דוד",,,שלוניקי,תקצא,,
409,1828,שבט בנימין,"פונטרימולי, בנימין",Sh u-t Shevet Binyamin,"Pontrimoli, Binyamin",שלוניקי,תקפח,Thessaloniki,
6775,1827,חלק יעקב,"אלבעלי, יעקב",Helek Yaakov,"Albaali, Yaakov ben Yitshak",שלוניקי,תקפז,Thessaloniki,
1581,1826,סמיכה לחיים,"פלג’י, חיים בן יעקב, 1788-1869",Smicha leChaim,"Palaji, Chaim",שלוניקי,תקפו,Thessaloniki,
6616,1825,קהל יאודה,"אשכנזי, יהודה בן יוסף",Kehal Yeudah,"Ashkenazi, Judah ben Joseph,",שלוניקי,תקפה,Thessaloniki,
37616,1825,אגדת אליהו - חלק ב,"אליהו בן אברהם שלמה, הכהן, 1659-1729",,,שלוניקי,תקפה,,
1558,1823,לב חיים - חלק א,"פלג’י, חיים בן יעקב, 1788-1869",Lev Hayim Vol 1,"Palache, Hayyim,",שלוניקי,תקפג,Thessaloniki,
377,1821,"ראש משביר - חלק א, ב","מודילינו, יוסף בן שמואל",Sh u-t Rosh mashbir Vols 1-2,"Modiyano, Yosef ben Shemuel",שלוניקי,תקפא,Thessaloniki,
38561,1821,מערכי לב - חלק א,"חזן, רפאל יוסף בן חיים, 1741-1820",,,שלוניקי,תקפא,,
97,1818,חיים מדבר,"טולדו, בכור חיים בן יום טוב די",Sh u-t Hayim medaber,"Toledo, Hayim de",שלוניקי,תקעח,Thessaloniki,
384,1818,שפת הים,"מיו, רפאל יצחק בן אהרן, -1810",Sh u-t Śefat ha-yam,"Mayo, Yitshak",שלוניקי,תקעח,Thessaloniki,
6225,1818,חיים מדבר,"טולדו, בכור חיים בן יום טוב די",Sh u-t Hayim medaber,"Toledo, Hayim de",שלוניקי,תקעח,Thessaloniki,
6696,1818,זכות משה,"בולה, רפאל משה בן יוסף, -1773",Zekhut Mosheh,"Bula, Moses Raphael,",שלוניקי,תקעח,Thessaloniki,
301,1815,משה ידבר,"ישראל, משה בן אליהו",Moshe Yidaber,Moshe Ben Eliyahu Yisroel,שלוניקי,תקעה,Thessaloniki,
512,1815,"ירך אברהם - ח""א","אישטרושה, חיים אברהם בן דוד",Sh u-t Yerekh Avraham Vols 1-2,"Iśtrośah, Hayim Avraham,",שלוניקי,תקעה,Thessaloniki,
37843,1815,"ירך אברהם - חושן משפט - ח""ב","אישטרושה, חיים אברהם בן דוד",,,שלוניקי,תקעה,,
37844,1815,"ירך אברהם - ח""א","אישטרושה, חיים אברהם בן דוד",,,שלוניקי,תקעה,,
6276,1814,שיורי ברכה,"אזולאי, חיים יוסף דוד, 1724-1806",Shurei Bracha,"Azulai, Hayyim Joseph David,",שלוניקי,תקעד,Thessaloniki,
38547,1814,מטה שמעון - חלק ב-ג,מרדכי שמעון בן שלמה,,,שלוניקי,תקעד,,
112,1813,חסד לאברהם - חלקים א - ב,"אלקלעי, אברהם בן שמואל, -1811",Sh u-t Hesed le-Avraham Vols 1-2,"Alkalai, Abraham ben Samuel,",שלוניקי,תקעג,Thessaloniki,
45589,1813,יקרא דחיים,"דרוהוביצ'ר, ישראל נחמן בן יוסף",,,שלוניקי,תקעג,,
1554,1812,ידיו של משה,"פרסקו, משה",Yedov Shel Moshe,"Frisko, Mpshe",שלוניקי,תקעב,Thessaloniki,
6384,1812,"מחזיק ברכה - יו""ד","אזולאי, חיים יוסף דוד, 1724-1806",Machzik Brocho - Yoreh Deah,Chaim Yosef Dovid Azulai,שלוניקי,תקעב,Thessaloniki,
6957,1812,ידיו של משה,"פרסקו, משה",Yedov Shel Moshe,"Frisko, Mpshe",שלוניקי,תקעב,Thessaloniki,
6246,1811,כסא אליהו,"ישראל, אליהו בן משה",Kise Eliyahu,"Yiśrael, Eliyahu,",שלוניקי,תקעא,Thessaloniki,
7317,1810,עושה שלום,"מרגונטו, נסים חיים שלום יעקב",Ośeh shalom,"Margonto, Nisim Hayim Shalom",שלוניקי,תקע,Thessaloniki,
221,1808,לב שלמה,"שלמה בן בנימין, הלוי",Lev Shelomoh,"Shelomoh ben Binyamin,",שלוניקי,תקסח,Thessaloniki,
7109,1807,שערי חיים,"שגורה, נסים חיים רפאל אהרן בן מאיר די",Shaare Hayim,"Śegurah, Nisim Hayim Rafael Aharon de",שלוניקי,תקסז,Thessaloniki,
319,1806,נשמת חיים,"אבולעפיה, חיים בן דוד, 1700-1775",Nishmat Hayim,"Abulafia, Hayyim ben David,",שלוניקי,תקסו,Thessaloniki,
6263,1806,פי שנים,"סורנגה, חיים מרדכי",Pi shenayim,"Sornagah, Hayim Mordekhai",שלוניקי,תקסו,Thessaloniki,
6305,1806,בתי כנסיות - חלק א,"אבן-עזרא, אברהם בן חיים ידידיה, 1690-1760.",Bate kenesiyot,"Ibn Ezra, Avraham",שלוניקי,תקסו,Thessaloniki,
38627,1806,פי שנים,"סורנגה, חיים מרדכי",,,שלוניקי,תקסו,,
443,1805,שמחת יאודה,חיים יהודא אליעזר,Śimhat Yeudah,"Hayim Yeudah Eliezer,",שלוניקי,תקסה,Thessaloniki,
6226,1805,חלקו של ידיד,"טריקה, ידידיה שמואל בן יהודה",Helko shel yadid,"Tarikah, Yedidyah Shemuel",שלוניקי,תקסה,Thessaloniki,
54,1804,בית המלך,"חסון, יוסף בן אהרן",Bais haMelech,Yosef ben Aharon Chasun,שלוניקי,תקסד,Thessaloniki,
104,1804,חיי אברהם,"קובו, רפאל חיים אברהם",Chayei Avraham,Refoel Chaim Avraham Bechor ben Shmuel Kovo,שלוניקי,תקסד,Thessaloniki,
6218,1804,דרך עץ החיים,"אלגזי, חיים יצחק",Derech Eitz haChaim,"Algazi, Chaim Yitzhak",שלוניקי,תקסד,Thessaloniki,
84,1803,ברך יצחק,"פס, יצחק די",Berakh Yitshak,"Pas, Yitshak de,",שלוניקי,תקסג,Thessaloniki,
6770,1803,דין אמת,"נבון, יצחק בן יהודה, 1732-1786",Din emet,"Navon, Yitshak,",שלוניקי,תקסג,Thessaloniki,
7392,1802,נהרות דמשק,"קמונדו, שלמה בן אברהם",Sh u-t Naharot Dameśek,"Kamondo, Shelomoh,",שלוניקי,תקסב,Thessaloniki,
329,1801,אהל יצחק,"חסיד, חיים יצחק בן יוסף, -1827",Ohel Yitzhak,Chaim Yitzhak Ben Yosef haCohen Chassid,שלוניקי,תקסא,Thessaloniki,
332,1799,עולת שמואל,"קונפורטי, שמואל",Olat Shemuel,"Konforte, Shemuel ben Mordekhai,",שלוניקי,תקנט,Thessaloniki,
974,1799,מים שאל,"מיחס, משה מרדכי יוסף בן רפאל",Mayim Shoal,Moshe Mordechai Yosef ben Refoel,שלוניקי,תקנט,Thessaloniki,
6294,1798,אפי זוטרי,"פנסו, אברהם בן ישראל, -1819",Api Zutri,Avraham Pinaso,שלוניקי,תקנח,Thessaloniki,
6421,1798,קמח סלת,"עלי, יהודה בן משה",Kemach Soles,Yehudah ben Moshe Eli,שלוניקי,תקנח,Thessaloniki,
7353,1798,משפט כתוב,"פנסו, אברהם בן ישראל, -1819",Mishpat Kosuv,"Pinto, Avraham",שלוניקי,תקנח,Thessaloniki,
38404,1798,דברי חפץ,"טולדו, אהרן",,,שלוניקי,תקנח,,
349,1797,פאת נגב,"גבאי, נסים",Sh u-t Peat Negev,"Gabai, Nisim",שלוניקי,תקנז,Thessaloniki,
1469,1797,תורת משה,משה בן חיים שבתי,Toras Moshe,Moshe ben Chaim Shabsi,שלוניקי,תקנז,Thessaloniki,
6816,1797,שעשוע התלמידים,"מודילינו, שמואל בן יצחק, -1703",Shaashua ha-talmidim,"Modliano, Shemuel Yitshak",שלוניקי,תקנז,Thessaloniki,
38546,1797,מטה שמעון - חלק א,מרדכי שמעון בן שלמה,,,שלוניקי,תקנז,,
38625,1797,פאת נגב,"גבאי, נסים",,,שלוניקי,תקנז,,
356,1796,פני אהרן,"אמריליו, אהרן בן שלמה",Sh u-t Pene Aharon,"Amarillo, Aaron ben Solomon,",שלוניקי,תקנו,Thessaloniki,
7391,1796,פני אהרן,"אמריליו, אהרן בן שלמה",Sh u-t Pene Aharon,"Amarillo, Aaron ben Solomon,",שלוניקי,תקנו,Thessaloniki,
230,1795,מחזה אברהם,"בוטון, אברהם בן יהודה די",Sh u-t Mahazeh Avraham,"Boton, Abraham ben Judah di,",שלוניקי,תקנה,Thessaloniki,
38532,1795,מחזה אברהם,"בוטון, אברהם בן יהודה די",,,שלוניקי,תקנה,,
41,1794,באר מים חיים,"מוצירי, חיים נסים רפאל",Beer Mayim Chaim Volumes 1-2,Chaim Nissim Refoel Motziri,שלוניקי,תקנד,Thessaloniki,
1125,1794,שמחת יום טוב - חלק א,"אלגזי, יום טוב בן ישראל יעקב, תפ""ז-תקס""ב",Simchas Yom Tov Vol 1,"Elgazi, Yom Tov",שלוניקי,תקנד,Thessaloniki,
1126,1794,שמחת יום טוב - חלק ב,"אלגזי, יום טוב בן ישראל יעקב, תפ""ז-תקס""ב",Simchas Yom Tov Vol 2,"Elgazi, Yom Tov",שלוניקי,תקנד,Thessaloniki,
367,1793,"פתיחה שו""ת מהרב בעל לב שמח","אליגרי, אברהם",Pesichas Shut meHarav Bal Lev Sameach,"Alegre, Abraham ben Solomon",שלוניקי,תקנג,Thessaloniki,
6791,1793,מחנה יאודה,"אשכנזי, יהודה בן יוסף",Mahaneh Yehudah,"Ashkenazi, Judah ben Joseph,",שלוניקי,תקנג,Thessaloniki,
1170,1792,שערי צדק,"תשובות הגאונים (תקנ""ב).",Shaarei Tzedek,haGaonim,שלוניקי,תקנב,Thessaloniki,
598,1791,בעי חיי חלק ג-ד,חיים בן ישראל בנבנישתי,Beyei Chaya Vols 3-4,"Benveniste, Hayyim ben Israel",שלוניקי,תקנא,Thessaloniki,
56484,1791,יד רמה,"אבולעפיה, מאיר בן טודרוס הלוי",,,שלוניקי,5551,,
13,1790,אשד הנחלים,"נחמולי, יוסף",Ashdos haPisgah,Yosef Nachmuli,שלוניקי,תקן,Thessaloniki,
596,1788,בעי חיי חלק ב,חיים בן ישראל בנבנישתי,Beyei Chaya Vol 2,"Benveniste, Hayyim ben Israel",שלוניקי,תקמח,Thessaloniki,
597,1788,בעי חיי - חלק א,"בנבנשתי, חיים בן ישראל, 1603-1673",Beyei Chaya Vol 1,"Benveniste, Hayyim ben Israel",שלוניקי,תקמח,Thessaloniki,
1641,1788,שביתת יום טוב,"נקאוה, יום טוב, נפ’ 1786",Sh u-t Shevitat Yom Tov,"Alnakavah, Yom Tov",שלוניקי,תקמח,Thessaloniki,
7396,1788,שביתת יום טוב,"נקאוה, יום טוב, נפ’ 1786",Sh u-t Shevitat Yom Tov,"Alnakavah, Yom Tov",שלוניקי,תקמח,Thessaloniki,
1607,1787,חקרי לב חלקים - א - ב,"חזן, רפאל יוסף בן חיים, 1741-1820",Sheelot u-teshuvot Hikre lev Vols 1-2,"Hazan, Yosef,",שלוניקי,תקמז,Thessaloniki,
249,1785,מטה יוסף,יוסף בן יצחק יקואל,Mateh Yosef,Yosef ben Yitzhak,שלוניקי,תקמה,Thessaloniki,
7143,1785,דרך ישרה,"ראובן בן אברהם, מירושלים",Derekh yesharah /,Reuven ben Avraham,שלוניקי,תקמה,Thessaloniki,
178,1784,גבעות עולם,"קובו, יוסף בן שמעיה",Givot olam,"Kovo, Yosef,",שלוניקי,תקמד,Thessaloniki,
1109,1784,שדה הארץ - חלק ג,"מיוחס, אברהם בן שמואל",Śedeh ha-arets Vol 3,"Meyuhas, Abraham ben Samuel,",שלוניקי,תקמד,Thessaloniki,
7064,1784,צור תעודה,מנצור מארזוק,Tsur teudah,"Mantsur Marzuk,",שלוניקי,תקמד,Thessaloniki,
5,1781,אגורה באהלך,"גטניו, אליקים בן יצחק",Agudas Beoheleho,Eliakim Ben Itzhak Gotniv,שלוניקי,תקמא,Thessaloniki,
205,1779,קהלת יעקב,"אלבעלי, יעקב",Kehilat Yaakov,"Albaali, Yaakov ben Yitshak",שלוניקי,תקלט,Thessaloniki,
186,1777,"הון רב - חלק א ,ב","נחמיאש, רפאל אלעזר",Hon rav Vols 1-2,"Nahmiaś, Refael Elazar",שלוניקי,תקלז,Thessaloniki,
6254,1777,מזבח אדמה,"מיוחס, רפאל בן שמואל",Mizbeach Adamah,Refoel meyuchas ben Shmuel meyuchas,שלוניקי,תקלז,Thessaloniki,
331,1776,עולת שמואל,"פלורנטין, שמואל",Olat Shemuel,"Florintin, Shemuel",שלוניקי,תקלו,Thessaloniki,
1001,1772,דברי הברית,"עלוש, אברהם",Michtav leDovid Vol 1,"Pardo, Dovid",שלוניקי,תקלב,Thessaloniki,
1002,1772,מכתם לדוד,"פרדו, דוד בן יעקב, 1718-1790",Mikhtav leDovid Vol 2,"Pardo, Dovid",שלוניקי,תקלב,Thessaloniki,
7407,1771,שער המלך - חלק ב,"נוניס, יצחק בן משה",Shaar haMelech Vol 2,"Nunes, Yitzhak",שלוניקי,תקלא,Thessaloniki,
264,1769,מלך שלם - חלק א-ב,"שלם, שמואל",Sh u-t Melekh Shalem,"Shalem, Shemuel,",שלוניקי,תקכט,Thessaloniki,
6646,1768,שער המים,"מיחס, משה מרדכי יוסף בן רפאל",Shaar haMayim,Moshe Mordechai Yosef ben Refoel,שלוניקי,תקכח,Thessaloniki,
201,1763,כתונת יוסף,"מונטקיו, יוסף בן יצחק",Ketonet Yosef Mateh Yosef,"Montekiyo, Yosef Yitshak",שלוניקי,תקכג,Thessaloniki,
6212,1758,בית הראה,"פלורנטין, שמואל",Bais Harah,Shmuel ben Dovid Florentin,שלוניקי,תקיח,Thessaloniki,
7263,1757,שיירי כנסת הגדולה - יורה דעה,"בנבנשתי, חיים בן ישראל, 1603-1673",Sheyare Keneset ha-gedolah Tur Yoreh Deah,"Benveniste, Hayyim ben Israel,",שלוניקי,תקיז,Thessaloniki,
484,1756,צרור הכסף,"גטניו, חיים אברהם",Sh u-t Tseror ha-kesef,"Gatinyo, Avraham",שלוניקי,תקטז,Thessaloniki,
777,1756,אהל יוסף,"מולכו, יוסף בן אברהם",Ohel Yosef,Yosef ben Avraham Molko,שלוניקי,תקטז,Thessaloniki,
6440,1756,שלחן גבוה - אורח חיים - חלק א,"מולכו, יוסף בן אברהם",Shulhan gavoha Orach Chaim Vol 1,"Molkho, Yosef,",שלוניקי,תקטז,Thessaloniki,
45,1755,בארות המים,"שנג'י, יצחק בן אליה",Beeros haMayim,Yitzhak Even-Shanji,שלוניקי,תקטו,Thessaloniki,
7207,1755,שלחן גבוה - אורח חיים - חלק ב,"מולכו, יוסף בן אברהם",Shulhan gavoha Orach Chaim Vol 2,"Molkho, Yosef,",שלוניקי,תקטו,Thessaloniki,
7208,1755,שלחן גבוה - יורה דעה - חלק א,"מולכו, יוסף בן אברהם",Shulhan gavoha Yoreh Deah Vol 1,"Molkho, Yosef,",שלוניקי,תקטו,Thessaloniki,
7209,1755,שלחן גבוה - יורה דעה - חלק ב,"מולכו, יוסף בן אברהם",Shulhan gavoha Yoreh Deah Vol 2,"Molkho, Yosef,",שלוניקי,תקטו,Thessaloniki,
7210,1755,שלחן גבוה - יורה דעה - חלק ג,"מולכו, יוסף בן אברהם",Shulhan gavoha Yoreh Deah Vol 3,"Molkho, Yosef,",שלוניקי,תקטו,Thessaloniki,
232,1754,מגן גבורים,"אישטרושה, דניאל בן משה, -תי""ד",Sh u-t Magen giborim,"Estrosa, Daniel,",שלוניקי,תקיד,Thessaloniki,
6220,1753,זכרון דברים,"פרחיה, אהרן בן חיים אברהם, הכהן",Zikhron devarim,"Perahyah, Aaron ben Hayyim Abraham,",שלוניקי,תקיג,Thessaloniki,
6832,1749,מלכי בקדש,"מלכי, עזרא בן רפאל מרדכי, נפ’ 1768",Malki ba-kodesh,"Malkhi, Ezra ben Raphael Mordecai,",שלוניקי,תקט,Thessaloniki,
247,1748,מטה אשר,אשר בן עמנואל שלם,Mateh Asher,"Shalem, Asher ben Imanuel",שלוניקי,תקח,Thessaloniki,
37717,1748,דוד במצודה,"חזן, דוד בן חיים",,,שלוניקי,תקח,,
233,1747,מגן שאול,"שאול, חנניה",Sh u-t Magen Shaul,"Shaul, Hananyah,",שלוניקי,תקז,Thessaloniki,
382,1746,סם חיי,"עשאל, חיים בן בנימין",Sh u-t Sam hayai,"Asael, Hayyim ben Benjamin,",שלוניקי,תקו,Thessaloniki,
1064,1746,בית דוד חלק ב,יוסף בן דוד בן שבתי משאלוניקי,Beis Dovi Vol 2,Yosef ben Dovi ben Shabtai miSaloniki,שלוניקי,תקו,Thessaloniki,
154,1742,דבר משה - חלק א-ב,"אמריליו, חיים משה בן שלמה, -1748",Dvar Moshe Vols 1-2,Chaim Moshe ben Shlomo,שלוניקי,תקב,Thessaloniki,
6669,1741,זובח תודה,"מולכו, יוסף בן אברהם",Zovach Todah,"Molkho, Yosef",שלוניקי,תקא,Thessaloniki,
1065,1740,בית דוד,"יוסף דוד, אבד""ק שלוניקי",Bais Dovid Vol 1,Tosef ben Dovid ben Shabsi miSaloniki,שלוניקי,תק,Thessaloniki,
6884,1740,בית דוד,"יוסף דוד, אבד""ק שלוניקי",Bais Dovid Volumes 1-2,Yosef ben Dovid ben Shabsi miSaloniki,שלוניקי,תק,Thessaloniki,
38833,1736,טירת כסף,"גטניו, חיים אברהם",,,שלוניקי,תצו,,
298,1733,משפטים ישרים,"חסון, שלמה בן אהרן",Sh u-t Mishpatim yesharim,"Hason, Shelomoh ibn",שלוניקי,תצג,Thessaloniki,
1074,1730,"שו""ת מהרש""ך ספר רביעי",שלמה בן אברהם הכהן,Shut Maharashach Revii,Shlomo ben Avraham haCohen,שלוניקי,תץ,Thessaloniki,
1075,1730,"שו""ת מהרש""ך ספר שלישי",שלמה בן אברהם הכהן,Shut Maharashach Shlishi,Shlomo ben Avraham haCohen,שלוניקי,תץ,Thessaloniki,
258,1725,מעיל שמואל,"פלורנטין, חיים שמואל בן דוד",Meil Shmuel,"Florentin, Chaim Shmuel",שלוניקי,תפה,Thessaloniki,
315,1723,נאמן שמואל,"מודילינו, שמואל בן יצחק, -1703",Sh u-t Neeman Shemuel,"Modliano, Shemuel Yitshak",שלוניקי,תפג,Thessaloniki,
155,1720,עדות ביעקב,"בוטון, יעקב בן אברהם די",Sh u-t Edut be-Yaakov,"Boton, Jacob ben Abraham di,",שלוניקי,תף,Thessaloniki,
38386,1720,בני יוסף,יוסף בן שלמה יחיאל,,,שלוניקי,תפ,,
